,0
cat__customer_city_sao tome,0
cat__customer_city_sao valentim,0
cat__customer_city_sao vendelino,0
cat__customer_city_sao vicente,0
cat__customer_city_sao vicente ferrer,0
cat__customer_city_sape,0
cat__customer_city_sapeacu,0
cat__customer_city_sapezal,0
cat__customer_city_sapiranga,0
cat__customer_city_sapopema,0
cat__customer_city_sapucai-mirim,0
cat__customer_city_sapucaia,0
cat__customer_city_sapucaia do sul,0
cat__customer_city_saquarema,0
cat__customer_city_sarandi,0
cat__customer_city_sarapui,0
cat__customer_city_sarzedo,0
cat__customer_city_satiro dias,0
cat__customer_city_satuba,0
cat__customer_city_satubinha,0
cat__customer_city_saubara,0
cat__customer_city_saudade do iguacu,0
cat__customer_city_saudades,0
cat__customer_city_saude,0
cat__customer_city_schroeder,0
cat__customer_city_seabra,0
cat__customer_city_seara,0
cat__customer_city_sebastiao leal,0
cat__customer_city_seberi,0
cat__customer_city_sede alvorada,0
cat__customer_city_segredo,0
cat__customer_city_selbach,0
cat__customer_city_senador amaral,0
cat__customer_city_senador canedo,0
cat__customer_city_senador cortes,0
cat__customer_city_senador firmino,0
cat__customer_city_senador guiomard,0
cat__customer_city_senador jose porfirio,0
cat__customer_city_senador la rocque,0
cat__customer_city_senador modestino goncalves,0
cat__customer_city_senador pompeu,0
cat__customer_city_senges,0
cat__customer_city_senhor do bonfim,0
cat__customer_city_senhora de oliveira,0
cat__customer_city_senhora dos remedios,0
cat__customer_city_sento se,0
cat__customer_city_serafina correa,0
cat__customer_city_sericita,0
cat__customer_city_seringueiras,0
cat__customer_city_serio,0
cat__customer_city_seropedica,0
cat__customer_city_serra,0
cat__customer_city_serra azul,0
cat__customer_city_serra azul de minas,0
cat__customer_city_serra bonita,0
cat__customer_city_serra branca,0
cat__customer_city_serra de sao bento,0
cat__customer_city_serra do ramalho,0
cat__customer_city_serra dos aimores,0
cat__customer_city_serra dos dourados,0
cat__customer_city_serra dourada,0
cat__customer_city_serra negra,0
cat__customer_city_serra talhada,0
cat__customer_city_serrana,0
cat__customer_city_serrania,0
cat__customer_city_serranopolis,0
cat__customer_city_serranopolis de minas,0
cat__customer_city_serranopolis do iguacu,0
cat__customer_city_serrinha,0
cat__customer_city_serrita,0
cat__customer_city_serro,0
cat__customer_city_serrolandia,0
cat__customer_city_sertania,0
cat__customer_city_sertanopolis,0
cat__customer_city_sertao,0
cat__customer_city_sertaozinho,0
cat__customer_city_sete barras,0
cat__customer_city_sete de setembro,0
cat__customer_city_sete lagoas,0
cat__customer_city_setubinha,0
cat__customer_city_severinia,0
cat__customer_city_sideropolis,0
cat__customer_city_sidrolandia,0
cat__customer_city_silva jardim,0
cat__customer_city_silvania,0
cat__customer_city_silvano,0
cat__customer_city_silveira martins,0
cat__customer_city_silveiras,0
cat__customer_city_silvianopolis,0
cat__customer_city_simao dias,0
cat__customer_city_simao pereira,0
cat__customer_city_simoes filho,0
cat__customer_city_simolandia,0
cat__customer_city_simonesia,0
cat__customer_city_sinimbu,0
cat__customer_city_sinop,0
cat__customer_city_siqueira campos,0
cat__customer_city_siriji,0
cat__customer_city_sirinhaem,0
cat__customer_city_sitio do quinto,0
cat__customer_city_sitio novo,0
cat__customer_city_sitio novo do tocantins,0
cat__customer_city_sobradinho,0
cat__customer_city_sobral,0
cat__customer_city_socorro,0
cat__customer_city_solanea,0
cat__customer_city_soledade,0
cat__customer_city_soledade de minas,0
cat__customer_city_solonopole,0
cat__customer_city_sombrio,0
cat__customer_city_sonora,0
cat__customer_city_sooretama,0
cat__customer_city_sorocaba,0
cat__customer_city_sorriso,0
cat__customer_city_sousa,0
cat__customer_city_sucesso,0
cat__customer_city_sucupira do norte,0
cat__customer_city_sud mennucci,0
cat__customer_city_sulina,0
cat__customer_city_sumare,0
cat__customer_city_sume,0
cat__customer_city_sumidouro,0
cat__customer_city_surubim,0
cat__customer_city_suzanapolis,0
cat__customer_city_suzano,0
cat__customer_city_tabapora,0
cat__customer_city_tabapua,0
cat__customer_city_tabatinga,0
cat__customer_city_tabira,0
cat__customer_city_taboao da serra,0
cat__customer_city_tabocas do brejo velho,0
cat__customer_city_tabuleiro,0
cat__customer_city_tabuleiro do norte,0
cat__customer_city_tacaratu,0
cat__customer_city_taciba,0
cat__customer_city_tacuru,0
cat__customer_city_taguai,0
cat__customer_city_taguatinga,0
cat__customer_city_taiacu,0
cat__customer_city_tailandia,0
cat__customer_city_taio,0
cat__customer_city_taiobeiras,0
cat__customer_city_taiuva,0
cat__customer_city_tamarana,0
cat__customer_city_tambau,0
cat__customer_city_tamboara,0
cat__customer_city_tanabi,0
cat__customer_city_tangara,0
cat__customer_city_tangara da serra,0
cat__customer_city_tangua,0
cat__customer_city_tanhacu,0
cat__customer_city_tanque d'arca,0
cat__customer_city_tanque novo,0
cat__customer_city_taparuba,0
cat__customer_city_tapejara,0
cat__customer_city_tapera,0
cat__customer_city_taperuaba,0
cat__customer_city_tapes,0
cat__customer_city_tapirai,0
cat__customer_city_tapiramuta,0
cat__customer_city_tapiratiba,0
cat__customer_city_tapurah,0
cat__customer_city_taquara,0
cat__customer_city_taquaracu de minas,0
cat__customer_city_taquari,0
cat__customer_city_taquaritinga,0
cat__customer_city_taquaritinga do norte,0
cat__customer_city_taquarituba,0
cat__customer_city_taquarivai,0
cat__customer_city_taquarucu do sul,0
cat__customer_city_tarabai,0
cat__customer_city_taruma,0
cat__customer_city_tarumirim,0
cat__customer_city_tatui,0
cat__customer_city_taua,0
cat__customer_city_taubate,0
cat__customer_city_tavares,0
cat__customer_city_tecainda,0
cat__customer_city_teixeira de freitas,0
cat__customer_city_teixeira soares,0
cat__customer_city_teixeiras,0
cat__customer_city_tejupa,0
cat__customer_city_telemaco borba,0
cat__customer_city_telha,0
cat__customer_city_tenente ananias,0
cat__customer_city_tenente portela,0
cat__customer_city_teodoro sampaio,0
cat__customer_city_teofilandia,0
cat__customer_city_teofilo otoni,0
cat__customer_city_teolandia,0
cat__customer_city_teotonio vilela,0
cat__customer_city_terenos,0
cat__customer_city_teresina,0
cat__customer_city_teresina de goias,0
cat__customer_city_teresopolis,0
cat__customer_city_terezinha,0
cat__customer_city_termas de ibira,0
cat__customer_city_terra boa,0
cat__customer_city_terra de areia,0
cat__customer_city_terra nova do norte,0
cat__customer_city_terra rica,0
cat__customer_city_terra roxa,0
cat__customer_city_teutonia,0
cat__customer_city_tiangua,0
cat__customer_city_tibagi,0
cat__customer_city_tibau do sul,0
cat__customer_city_tiete,0
cat__customer_city_tijucas,0
cat__customer_city_timbauba,0
cat__customer_city_timbe do sul,0
cat__customer_city_timbo,0
cat__customer_city_timburi,0
cat__customer_city_timon,0
cat__customer_city_timoteo,0
cat__customer_city_tiradentes,0
cat__customer_city_tiradentes do sul,0
cat__customer_city_tiros,0
cat__customer_city_tobias barreto,0
cat__customer_city_tocantinopolis,0
cat__customer_city_tocantins,0
cat__customer_city_tocos,0
cat__customer_city_toledo,0
cat__customer_city_tomar do geru,0
cat__customer_city_tomazina,0
cat__customer_city_tombos,0
cat__customer_city_toritama,0
cat__customer_city_toropi,0
cat__customer_city_torres,0
cat__customer_city_torrinha,0
cat__customer_city_tracuateua,0
cat__customer_city_tracunhaem,0
cat__customer_city_traipu,0
cat__customer_city_trairi,0
cat__customer_city_trajano de moraes,0
cat__customer_city_tramandai,0
cat__customer_city_trancoso,0
cat__customer_city_travessao,0
cat__customer_city_travesseiro,0
cat__customer_city_tremembe,0
cat__customer_city_tres arroios,0
cat__customer_city_tres barras,0
cat__customer_city_tres cachoeiras,0
cat__customer_city_tres coracoes,0
cat__customer_city_tres coroas,0
cat__customer_city_tres de maio,0
cat__customer_city_tres forquilhas,0
cat__customer_city_tres fronteiras,0
cat__customer_city_tres irmaos,0
cat__customer_city_tres lagoas,0
cat__customer_city_tres marias,0
cat__customer_city_tres passos,0
cat__customer_city_tres pontas,0
cat__customer_city_tres rios,0
cat__customer_city_treviso,0
cat__customer_city_treze tilias,0
cat__customer_city_trindade,0
cat__customer_city_trindade do sul,0
cat__customer_city_triunfo,0
cat__customer_city_trombudo central,0
cat__customer_city_tubarao,0
cat__customer_city_tucano,0
cat__customer_city_tucuma,0
cat__customer_city_tucunduva,0
cat__customer_city_tucurui,0
cat__customer_city_tuiuti,0
cat__customer_city_tunapolis,0
cat__customer_city_tunas do parana,0
cat__customer_city_tupa,0
cat__customer_city_tupaciguara,0
cat__customer_city_tupancireta,0
cat__customer_city_tupandi,0
cat__customer_city_tuparece,0
cat__customer_city_tuparendi,0
cat__customer_city_tuparetama,0
cat__customer_city_tupi paulista,0
cat__customer_city_turmalina,0
cat__customer_city_tururu,0
cat__customer_city_turvania,0
cat__customer_city_turvo,0
cat__customer_city_turvolandia,0
cat__customer_city_tutoia,0
cat__customer_city_uaua,0
cat__customer_city_uba,0
cat__customer_city_ubai,0
cat__customer_city_ubaira,0
cat__customer_city_ubaitaba,0
cat__customer_city_ubajara,0
cat__customer_city_ubaporanga,0
cat__customer_city_ubata,0
cat__customer_city_ubatuba,0
cat__customer_city_uberaba,0
cat__customer_city_uberlandia,0
cat__customer_city_ubirata,0
cat__customer_city_uchoa,0
cat__customer_city_uibai,0
cat__customer_city_uirauna,0
cat__customer_city_ulianopolis,0
cat__customer_city_umburanas,0
cat__customer_city_umuarama,0
cat__customer_city_una,0
cat__customer_city_unai,0
cat__customer_city_uniao,0
cat__customer_city_uniao da serra,0
cat__customer_city_uniao da vitoria,0
cat__customer_city_uniao de minas,0
cat__customer_city_uniao do oeste,0
cat__customer_city_uniao do sul,0
cat__customer_city_uniao dos palmares,0
cat__customer_city_unistalda,0
cat__customer_city_upanema,0
cat__customer_city_urai,0
cat__customer_city_urandi,0
cat__customer_city_urania,0
cat__customer_city_urbano santos,0
cat__customer_city_uruacu,0
cat__customer_city_uruana,0
cat__customer_city_uruana de minas,0
cat__customer_city_uruara,0
cat__customer_city_urubici,0
cat__customer_city_uruburetama,0
cat__customer_city_urucania,0
cat__customer_city_urucuca,0
cat__customer_city_urucui,0
cat__customer_city_urucurituba,0
cat__customer_city_uruguaiana,0
cat__customer_city_uruoca,0
cat__customer_city_urupa,0
cat__customer_city_urupes,0
cat__customer_city_urussanga,0
cat__customer_city_urutai,0
cat__customer_city_utinga,0
cat__customer_city_vacaria,0
cat__customer_city_valao do barro,0
cat__customer_city_vale do sol,0
cat__customer_city_vale real,0
cat__customer_city_valenca,0
cat__customer_city_valenca do piaui,0
cat__customer_city_valente,0
cat__customer_city_valentim gentil,0
cat__customer_city_valinhos,0
cat__customer_city_valparaiso,0
cat__customer_city_valparaiso de goias,0
cat__customer_city_vanini,0
cat__customer_city_vargeao,0
cat__customer_city_vargem,0
cat__customer_city_vargem alegre,0
cat__customer_city_vargem alta,0
cat__customer_city_vargem bonita,0
cat__customer_city_vargem grande do rio pardo,0
cat__customer_city_vargem grande do soturno,0
cat__customer_city_vargem grande do sul,0
cat__customer_city_vargem grande paulista,0
cat__customer_city_varginha,0
cat__customer_city_varjao de minas,0
cat__customer_city_varjota,0
cat__customer_city_varre-sai,0
cat__customer_city_varzea alegre,0
cat__customer_city_varzea da palma,0
cat__customer_city_varzea do poco,0
cat__customer_city_varzea grande,0
cat__customer_city_varzea paulista,0
cat__customer_city_varzedo,0
cat__customer_city_varzelandia,0
cat__customer_city_vassouras,0
cat__customer_city_vazante,0
cat__customer_city_venancio aires,0
cat__customer_city_venda nova do imigrante,0
cat__customer_city_ventania,0
cat__customer_city_venturosa,0
cat__customer_city_vera,0
cat__customer_city_vera cruz,0
cat__customer_city_vera cruz do oeste,0
cat__customer_city_veranopolis,0
cat__customer_city_vere,0
cat__customer_city_vereda,0
cat__customer_city_verissimo,0
cat__customer_city_vermelho,0
cat__customer_city_vermelho novo,0
cat__customer_city_vertentes,0
cat__customer_city_vespasiano,0
cat__customer_city_vespasiano correa,0
cat__customer_city_viamao,0
cat__customer_city_viana,0
cat__customer_city_vianopolis,0
cat__customer_city_vicencia,0
cat__customer_city_vicente dutra,0
cat__customer_city_vicentinopolis,0
cat__customer_city_vicosa,0
cat__customer_city_vicosa do ceara,0
cat__customer_city_victor graeff,0
cat__customer_city_videira,0
cat__customer_city_vieiras,0
cat__customer_city_vila bela da santissima trindade,0
cat__customer_city_vila dos cabanos,0
cat__customer_city_vila flor,0
cat__customer_city_vila flores,0
cat__customer_city_vila langaro,0
cat__customer_city_vila muriqui,0
cat__customer_city_vila nelita,0
cat__customer_city_vila nova,0
cat__customer_city_vila nova do sul,0
cat__customer_city_vila pereira,0
cat__customer_city_vila rica,0
cat__customer_city_vila valerio,0
cat__customer_city_vila velha,0
cat__customer_city_vilhena,0
cat__customer_city_vinhedo,0
cat__customer_city_viradouro,0
cat__customer_city_virgem da lapa,0
cat__customer_city_virginia,0
cat__customer_city_virginopolis,0
cat__customer_city_virgolandia,0
cat__customer_city_visconde de maua,0
cat__customer_city_visconde do rio branco,0
cat__customer_city_viseu,0
cat__customer_city_vista alegre,0
cat__customer_city_vista alegre do alto,0
cat__customer_city_vitoria,0
cat__customer_city_vitoria da conquista,0
cat__customer_city_vitoria das missoes,0
cat__customer_city_vitoria de santo antao,0
cat__customer_city_vitoria do jari,0
cat__customer_city_vitoria do mearim,0
cat__customer_city_vitorino,0
cat__customer_city_vitorino freire,0
cat__customer_city_vitorinos,0
cat__customer_city_volta grande,0
cat__customer_city_volta redonda,0
cat__customer_city_votorantim,0
cat__customer_city_votuporanga,0
cat__customer_city_wagner,0
cat__customer_city_wanderley,0
cat__customer_city_wenceslau braz,0
cat__customer_city_wenceslau guimaraes,0
cat__customer_city_werneck,0
cat__customer_city_witmarsum,0
cat__customer_city_xambioa,0
cat__customer_city_xambre,0
cat__customer_city_xangri-la,0
cat__customer_city_xanxere,0
cat__customer_city_xapuri,0
cat__customer_city_xavantina,0
cat__customer_city_xaxim,0
cat__customer_city_xexeu,0
cat__customer_city_xinguara,0
cat__customer_city_xique-xique,0
cat__customer_city_zacarias,0
cat__customer_city_ze doca,0
cat__customer_city_zortea,0
cat__customer_state_AC,0
cat__customer_state_AL,0
cat__customer_state_AM,0
cat__customer_state_AP,0
cat__customer_state_BA,0
cat__customer_state_CE,0
cat__customer_state_DF,0
cat__customer_state_ES,0
cat__customer_state_GO,0
cat__customer_state_MA,0
cat__customer_state_MG,0
cat__customer_state_MS,0
cat__customer_state_MT,0
cat__customer_state_PA,0
cat__customer_state_PB,0
cat__customer_state_PE,0
cat__customer_state_PI,0
cat__customer_state_PR,0
cat__customer_state_RJ,0
cat__customer_state_RN,0
cat__customer_state_RO,0
cat__customer_state_RR,0
cat__customer_state_RS,0
cat__customer_state_SC,0
cat__customer_state_SE,0
cat__customer_state_SP,0
cat__customer_state_TO,0
cat__payment_type_boleto,0
cat__payment_type_credit_card,0
cat__payment_type_debit_card,0
cat__payment_type_missing,0
cat__payment_type_not_defined,0
cat__payment_type_voucher,0
cat__seller_city_4482255,0
cat__seller_city_abadia de goias,0
cat__seller_city_afonso claudio,0
cat__seller_city_aguas claras df,0
cat__seller_city_alambari,0
cat__seller_city_alfenas,0
cat__seller_city_almirante tamandare,0
cat__seller_city_alvares machado,0
cat__seller_city_alvorada,0
cat__seller_city_americana,0
cat__seller_city_amparo,0
cat__seller_city_ampere,0
cat__seller_city_anapolis,0
cat__seller_city_andira-pr,0
cat__seller_city_andradas,0
cat__seller_city_angra dos reis,0
cat__seller_city_angra dos reis rj,0
cat__seller_city_ao bernardo do campo,0
cat__seller_city_aparecida,0
cat__seller_city_aparecida de goiania,0
cat__seller_city_aperibe,0
cat__seller_city_apucarana,0
cat__seller_city_aracaju,0
cat__seller_city_aracatuba,0
cat__seller_city_araguari,0
cat__seller_city_arapongas,0
cat__seller_city_ararangua,0
cat__seller_city_araraquara,0
cat__seller_city_araras,0
cat__seller_city_araucaria,0
cat__seller_city_araxa,0
cat__seller_city_arinos,0
cat__seller_city_armacao dos buzios,0
cat__seller_city_arraial d'ajuda (porto seguro),0
cat__seller_city_artur nogueira,0
cat__seller_city_aruja,0
cat__seller_city_arvorezinha,0
cat__seller_city_assis,0
cat__seller_city_atibaia,0
cat__seller_city_auriflama,0
cat__seller_city_auriflama/sp,0
cat__seller_city_avare,0
cat__seller_city_bady bassitt,0
cat__seller_city_baependi,0
cat__seller_city_bahia,0
cat__seller_city_balenario camboriu,0
cat__seller_city_balneario camboriu,0
cat__seller_city_bandeirantes,0
cat__seller_city_barbacena,0
cat__seller_city_bariri,0
cat__seller_city_barra mansa,0
cat__seller_city_barra velha,0
cat__seller_city_barretos,0
cat__seller_city_barrinha,0
cat__seller_city_barro alto,0
cat__seller_city_barueri,0
cat__seller_city_batatais,0
cat__seller_city_bauru,0
cat__seller_city_bebedouro,0
cat__seller_city_belford roxo,0
cat__seller_city_belo horizonte,0
cat__seller_city_bento goncalves,0
cat__seller_city_bertioga,0
cat__seller_city_betim,0
cat__seller_city_birigui,0
cat__seller_city_blumenau,0
cat__seller_city_bocaiuva do sul,0
cat__seller_city_bofete,0
cat__seller_city_boituva,0
cat__seller_city_bom jardim,0
cat__seller_city_bom jesus dos perdoes,0
cat__seller_city_bombinhas,0
cat__seller_city_bonfinopolis de minas,0
cat__seller_city_borda da mata,0
cat__seller_city_botucatu,0
cat__seller_city_braco do norte,0
cat__seller_city_braganca paulista,0
cat__seller_city_brasilia,0
cat__seller_city_brasilia df,0
cat__seller_city_brejao,0
cat__seller_city_brotas,0
cat__seller_city_brusque,0
cat__seller_city_buritama,0
cat__seller_city_cacador,0
cat__seller_city_cachoeira do sul,0
cat__seller_city_cachoeirinha,0
cat__seller_city_cachoeiro de itapemirim,0
cat__seller_city_cafelandia,0
cat__seller_city_caieiras,0
cat__seller_city_cajamar,0
cat__seller_city_california,0
cat__seller_city_camanducaia,0
cat__seller_city_cambe,0
cat__seller_city_camboriu,0
cat__seller_city_campanha,0
cat__seller_city_campina das missoes,0
cat__seller_city_campina grande,0
cat__seller_city_campinas,0
cat__seller_city_campo bom,0
cat__seller_city_campo do meio,0
cat__seller_city_campo grande,0
cat__seller_city_campo largo,0
cat__seller_city_campo limpo paulista,0
cat__seller_city_campo magro,0
cat__seller_city_campo mourao,0
cat__seller_city_campos dos goytacazes,0
cat__seller_city_campos novos,0
cat__seller_city_cananeia,0
cat__seller_city_canoas,0
cat__seller_city_canoinhas,0
cat__seller_city_capivari,0
cat__seller_city_carapicuiba,0
cat__seller_city_carapicuiba / sao paulo,0
cat__seller_city_caratinga,0
cat__seller_city_carazinho,0
cat__seller_city_cariacica,0
cat__seller_city_cariacica / es,0
cat__seller_city_carmo da mata,0
cat__seller_city_carmo do cajuru,0
cat__seller_city_caruaru,0
cat__seller_city_cascavael,0
cat__seller_city_cascavel,0
cat__seller_city_castro,0
cat__seller_city_castro pires,0
cat__seller_city_cataguases,0
cat__seller_city_catanduva,0
cat__seller_city_caucaia,0
cat__seller_city_caxias do sul,0
cat__seller_city_centro,0
cat__seller_city_cerqueira cesar,0
cat__seller_city_chapeco,0
cat__seller_city_claudio,0
cat__seller_city_clementina,0
cat__seller_city_colatina,0
cat__seller_city_colombo,0
cat__seller_city_colorado,0
cat__seller_city_conchal,0
cat__seller_city_concordia,0
cat__seller_city_condor,0
cat__seller_city_congonhal,0
cat__seller_city_congonhas,0
cat__seller_city_conselheiro lafaiete,0
cat__seller_city_contagem,0
cat__seller_city_cordeiropolis,0
cat__seller_city_cordilheira alta,0
cat__seller_city_cornelio procopio,0
cat__seller_city_coronel fabriciano,0
cat__seller_city_cosmopolis,0
cat__seller_city_cotia,0
cat__seller_city_coxim,0
cat__seller_city_cravinhos,0
cat__seller_city_criciuma,0
cat__seller_city_cruzeiro,0
cat__seller_city_cuiaba,0
cat__seller_city_curitiba,0
cat__seller_city_curitibanos,0
cat__seller_city_descalvado,0
cat__seller_city_diadema,0
cat__seller_city_divinopolis,0
cat__seller_city_divisa nova,0
cat__seller_city_dois corregos,0
cat__seller_city_domingos martins,0
cat__seller_city_dores de campos,0
cat__seller_city_dracena,0
cat__seller_city_duque de caxias,0
cat__seller_city_echapora,0
cat__seller_city_embu das artes,0
cat__seller_city_embu guacu,0
cat__seller_city_engenheiro coelho,0
cat__seller_city_entre rios do oeste,0
cat__seller_city_erechim,0
cat__seller_city_estancia velha,0
cat__seller_city_eunapolis,0
cat__seller_city_eusebio,0
cat__seller_city_extrema,0
cat__seller_city_farroupilha,0
cat__seller_city_fazenda rio grande,0
cat__seller_city_feira de santana,0
cat__seller_city_fernando prestes,0
cat__seller_city_fernandopolis,0
cat__seller_city_ferraz de  vasconcelos,0
cat__seller_city_ferraz de vasconcelos,0
cat__seller_city_floranopolis,0
cat__seller_city_flores da cunha,0
cat__seller_city_floresta,0
cat__seller_city_florianopolis,0
cat__seller_city_formiga,0
cat__seller_city_formosa,0
cat__seller_city_formosa do oeste,0
cat__seller_city_fortaleza,0
cat__seller_city_foz do iguacu,0
cat__seller_city_franca,1
cat__seller_city_francisco beltrao,0
cat__seller_city_francisco morato,0
cat__seller_city_franco da rocha,0
cat__seller_city_fronteira,0
cat__seller_city_gama,0
cat__seller_city_garca,0
cat__seller_city_garopaba,0
cat__seller_city_garulhos,0
cat__seller_city_garuva,0
cat__seller_city_gaspar,0
cat__seller_city_goiania,0
cat__seller_city_goioere,0
cat__seller_city_governador valadares,0
cat__seller_city_guaimbe,0
cat__seller_city_guaira,0
cat__seller_city_guanambi,0
cat__seller_city_guanhaes,0
cat__seller_city_guara,0
cat__seller_city_guarapuava,0
cat__seller_city_guaratingueta,0
cat__seller_city_guaratuba,0
cat__seller_city_guariba,0
cat__seller_city_guaruja,0
cat__seller_city_guarulhos,0
cat__seller_city_guiricema,0
cat__seller_city_holambra,0
cat__seller_city_horizontina,0
cat__seller_city_hortolandia,0
cat__seller_city_ibia,0
cat__seller_city_ibirite,0
cat__seller_city_ibitinga,0
cat__seller_city_icara,0
cat__seller_city_igaracu do tiete,0
cat__seller_city_igrejinha,0
cat__seller_city_ilheus,0
cat__seller_city_ilicinea,0
cat__seller_city_imbe,0
cat__seller_city_imbituba,0
cat__seller_city_imbituva,0
cat__seller_city_imigrante,0
cat__seller_city_indaial,0
cat__seller_city_indaiatuba,0
cat__seller_city_ipatinga,0
cat__seller_city_ipaussu,0
cat__seller_city_ipe,0
cat__seller_city_ipira,0
cat__seller_city_ipua,0
cat__seller_city_irati,0
cat__seller_city_irece,0
cat__seller_city_itabira,0
cat__seller_city_itaborai,0
cat__seller_city_itaipulandia,0
cat__seller_city_itajai,0
cat__seller_city_itajobi,0
cat__seller_city_itapecerica da serra,0
cat__seller_city_itapema,0
cat__seller_city_itapetininga,0
cat__seller_city_itapeva,0
cat__seller_city_itapevi,0
cat__seller_city_itaporanga,0
cat__seller_city_itapui,0
cat__seller_city_itaquaquecetuba,0
cat__seller_city_itatiba,0
cat__seller_city_itau de minas,0
cat__seller_city_itauna,0
cat__seller_city_itirapina,0
cat__seller_city_itu,0
cat__seller_city_ivoti,0
cat__seller_city_jaboticabal,0
cat__seller_city_jacarei,0
cat__seller_city_jacarei / sao paulo,0
cat__seller_city_jaci,0
cat__seller_city_jaciara,0
cat__seller_city_jacutinga,0
cat__seller_city_jaguariuna,0
cat__seller_city_jaguaruna,0
cat__seller_city_jales,0
cat__seller_city_jambeiro,0
cat__seller_city_janauba,0
cat__seller_city_japira,0
cat__seller_city_jaragua,0
cat__seller_city_jaragua do sul,0
cat__seller_city_jarinu,0
cat__seller_city_jau,0
cat__seller_city_ji parana,0
cat__seller_city_joao monlevade,0
cat__seller_city_joao pessoa,0
cat__seller_city_joao pinheiro,0
cat__seller_city_joinville,0
cat__seller_city_juiz de fora,0
cat__seller_city_jundiai,0
cat__seller_city_jussara,0
cat__seller_city_juzeiro do norte,0
cat__seller_city_lages,0
cat__seller_city_lages - sc,0
cat__seller_city_lagoa da prata,0
cat__seller_city_lagoa santa,0
cat__seller_city_laguna,0
cat__seller_city_lajeado,0
cat__seller_city_lambari,0
cat__seller_city_laranjal paulista,0
cat__seller_city_laranjeiras do sul,0
cat__seller_city_laurentino,0
cat__seller_city_lauro de freitas,0
cat__seller_city_leme,0
cat__seller_city_lencois paulista,0
cat__seller_city_limeira,0
cat__seller_city_loanda,0
cat__seller_city_londrina,0
cat__seller_city_lorena,0
cat__seller_city_louveira,0
cat__seller_city_luiz alves,0
cat__seller_city_luziania,0
cat__seller_city_macae,0
cat__seller_city_macatuba,0
cat__seller_city_mage,0
cat__seller_city_mairinque,0
cat__seller_city_mairipora,0
cat__seller_city_mamanguape,0
cat__seller_city_manaus,0
cat__seller_city_mandaguacu,0
cat__seller_city_mandaguari,0
cat__seller_city_mandirituba,0
cat__seller_city_marapoama,0
cat__seller_city_marechal candido rondon,0
cat__seller_city_marialva,0
cat__seller_city_marica,0
cat__seller_city_marilia,0
cat__seller_city_maringa,0
cat__seller_city_massaranduba,0
cat__seller_city_mateus leme,0
cat__seller_city_maua,0
cat__seller_city_maua/sao paulo,0
cat__seller_city_medianeira,0
cat__seller_city_mesquita,0
cat__seller_city_messias targino,0
cat__seller_city_miguelopolis,0
cat__seller_city_minas gerais,0
cat__seller_city_mineiros do tiete,0
cat__seller_city_mirandopolis,0
cat__seller_city_mirassol,0
cat__seller_city_missing,0
cat__seller_city_mococa,0
cat__seller_city_mogi das cruses,0
cat__seller_city_mogi das cruzes,0
cat__seller_city_mogi guacu,0
cat__seller_city_mogi mirim,0
cat__seller_city_mombuca,0
cat__seller_city_monte alegre do sul,0
cat__seller_city_monte alto,0
cat__seller_city_monte siao,0
cat__seller_city_monteiro lobato,0
cat__seller_city_montenegro,0
cat__seller_city_montes claros,0
cat__seller_city_morrinhos,0
cat__seller_city_mucambo,0
cat__seller_city_muqui,0
cat__seller_city_muriae,0
cat__seller_city_natal,0
cat__seller_city_navegantes,0
cat__seller_city_neopolis,0
cat__seller_city_nilopolis,0
cat__seller_city_niteroi,0
cat__seller_city_nova friburgo,0
cat__seller_city_nova iguacu,0
cat__seller_city_nova lima,0
cat__seller_city_nova odessa,0
cat__seller_city_nova petropolis,0
cat__seller_city_nova trento,0
cat__seller_city_novo hamburgo,0
"cat__seller_city_novo hamburgo, rio grande do sul, brasil",0
cat__seller_city_novo horizonte,0
cat__seller_city_olimpia,0
cat__seller_city_oliveira,0
cat__seller_city_orlandia,0
cat__seller_city_orleans,0
cat__seller_city_osasco,0
cat__seller_city_osvaldo cruz,0
cat__seller_city_ourinhos,0
cat__seller_city_ouro fino,0
cat__seller_city_ouro preto,0
cat__seller_city_pacatuba,0
cat__seller_city_paincandu,0
cat__seller_city_palhoca,0
cat__seller_city_palotina,0
cat__seller_city_paracambi,0
cat__seller_city_parai,0
cat__seller_city_paraiba do sul,0
cat__seller_city_paraiso do sul,0
cat__seller_city_parana,0
cat__seller_city_paranavai,0
cat__seller_city_parnamirim,0
cat__seller_city_passos,0
cat__seller_city_pato bragado,0
cat__seller_city_pato branco,0
cat__seller_city_patos de minas,0
cat__seller_city_paulinia,0
cat__seller_city_paulo lopes,0
cat__seller_city_pederneiras,0
cat__seller_city_pedregulho,0
cat__seller_city_pedreira,0
cat__seller_city_pedrinhas paulista,0
cat__seller_city_pedro leopoldo,0
cat__seller_city_pelotas,0
cat__seller_city_penapolis,0
cat__seller_city_petropolis,0
cat__seller_city_picarras,0
cat__seller_city_pilar do sul,0
cat__seller_city_pinhais,0
cat__seller_city_pinhais/pr,0
cat__seller_city_pinhalao,0
cat__seller_city_pinhalzinho,0
cat__seller_city_piracanjuba,0
cat__seller_city_piracicaba,0
cat__seller_city_pirassununga,0
cat__seller_city_pirituba,0
cat__seller_city_pitanga,0
cat__seller_city_poa,0
cat__seller_city_pocos de caldas,0
cat__seller_city_pompeia,0
cat__seller_city_ponta grossa,0
cat__seller_city_ponte nova,0
